id, label, s, tx, ty, tz, r11, r12, r13, r21, r22, r23, r31, r32, r33, hand_dir_1, hand_dir_2, hand_dir_3,  thumb_dir_1, thumb_dir_2, thumb_dir_3, 	thumb_meta_center_1, thumb_meta_center_2, thumb_meta_center_3, thumb_meta_dir_1, thumb_meta_dir_2, thumb_meta_dir_3, 	thumb_prox_center_1, thumb_prox_center_2, thumb_prox_center_3, thumb_prox_dir_1, thumb_prox_dir_2, thumb_prox_dir_3, 	thumb_int_center_1, thumb_int_center_2, thumb_int_center_3, thumb_int_dir_1, thumb_int_dir_2, thumb_int_dir_3, 	thumb_dist_center_1, thumb_dist_center_2, thumb_dist_center_3, thumb_dist_dir_1, thumb_dist_dir_2, thumb_dist_dir_3, 	thumb_tip_pos_1, thumb_tip_pos_2, thumb_tip_pos_3, index_dir_1, index_dir_2, index_dir_3, 	index_meta_center_1, index_meta_center_2, index_meta_center_3, index_meta_dir_1, index_meta_dir_2, index_meta_dir_3, 	index_prox_center_1, index_prox_center_2, index_prox_center_3, index_prox_dir_1, index_prox_dir_2, index_prox_dir_3, 	index_int_center_1, index_int_center_2, index_int_center_3, index_int_dir_1, index_int_dir_2, index_int_dir_3, 	index_dist_center_1, index_dist_center_2, index_dist_center_3, index_dist_dir_1, index_dist_dir_2, index_dist_dir_3, 	index_tip_pos_1, index_tip_pos_2, index_tip_pos_3, middle_dir_1, middle_dir_2, middle_dir_3, 	middle_meta_center_1, middle_meta_center_2, middle_meta_center_3, middle_meta_dir_1, middle_meta_dir_2, middle_meta_dir_3, 	middle_prox_center_1, middle_prox_center_2, middle_prox_center_3, middle_prox_dir_1, middle_prox_dir_2, middle_prox_dir_3, 	middle_int_center_1, middle_int_center_2, middle_int_center_3, middle_int_dir_1, middle_int_dir_2, middle_int_dir_3, 	middle_dist_center_1, middle_dist_center_2, middle_dist_center_3, middle_dist_dir_1, middle_dist_dir_2, middle_dist_dir_3, 	middle_tip_pos_1, middle_tip_pos_2, middle_tip_pos_3, ring_dir_1, ring_dir_2, ring_dir_3, 	ring_meta_center_1, ring_meta_center_2, ring_meta_center_3, ring_meta_dir_1, ring_meta_dir_2, ring_meta_dir_3, 	ring_prox_center_1, ring_prox_center_2, ring_prox_center_3, ring_prox_dir_1, ring_prox_dir_2, ring_prox_dir_3, 	ring_int_center_1, ring_int_center_2, ring_int_center_3, ring_int_dir_1, ring_int_dir_2, ring_int_dir_3, 	ring_dist_center_1, ring_dist_center_2, ring_dist_center_3, ring_dist_dir_1, ring_dist_dir_2, ring_dist_dir_3, 	ring_tip_pos_1, ring_tip_pos_2, ring_tip_pos_3, pinkie_dir_1, pinkie_dir_2, pinkie_dir_3, 	pinkie_meta_center_1, pinkie_meta_center_2, pinkie_meta_center_3, pinkie_meta_dir_1, pinkie_meta_dir_2, pinkie_meta_dir_3, 	pinkie_prox_center_1, pinkie_prox_center_2, pinkie_prox_center_3, pinkie_prox_dir_1, pinkie_prox_dir_2, pinkie_prox_dir_3, 	pinkie_int_center_1, pinkie_int_center_2, pinkie_int_center_3, pinkie_int_dir_1, pinkie_int_dir_2, pinkie_int_dir_3, 	pinkie_dist_center_1, pinkie_dist_center_2, pinkie_dist_center_3, pinkie_dist_dir_1, pinkie_dist_dir_2, pinkie_dist_dir_3, 	pinkie_tip_pos_1, pinkie_tip_pos_2, pinkie_tip_pos_3,
821, l, 1.49307, 71.0612, -36.9933, 35.8784, 0.97369, 0.0169926, -0.227242, -0.121284, 0.882884, -0.453659, 0.19292, 0.469284, 0.861716, -0.068302, 0.204807, -0.976416, -0.840795, 0.121164, -0.527619, 18.6424, 98.2629, 135.679, 0.577265, 0.813587, -0.0695731, -16.0463, 101.54, 109.94, 0.356714, 0.857122, -0.371614, -59.861, 112.264, 92.6169, 0.356714, 0.857122, -0.371614, -40.9242, 105.125, 94.3284, 0.356714, 0.857122, -0.371614, -46.4902, 112.711, 79.0497, -0.0227203, -0.0848755, -0.996132, 11.9248, 120.827, 67.6262, 0.947196, -0.167597, -0.273369, 11.6276, 120.572, 30.3449, 0.982526, -0.186012, -0.00656082, 10.6432, 116.627, -5.20878, 0.982526, -0.186012, -0.00656082, 11.151, 118.792, 9.45064, 0.982526, -0.186012, -0.00656082, 17.7084, 118.225, -6.93106, -0.276425, -0.04077, -0.96017, 30.9223, 118.724, 65.7577, 0.928064, -0.34331, -0.144345, 20.5725, 120.557, 25.2709, 0.909324, -0.334411, -0.247588, 8.89723, 117.806, -13.8946, 0.909324, -0.334411, -0.247588, 13.751, 119.551, 1.57626, 0.909324, -0.334411, -0.247588, 16.2412, 119.059, -14.0742, -0.151255, -0.350807, 0.924152, 49.7484, 113.692, 69.1185, 0.907985, -0.418998, 0.00192806, 33.8839, 79.4924, 60.0576, 0.908136, -0.418551, -0.0102478, 31.973, 74.4161, 98.0431, 0.908136, -0.418551, -0.0102478, 30.2478, 71.059, 82.2744, 0.908136, -0.418551, -0.0102478, 35.3614, 73.9658, 91.7483, -0.438304, -0.221811, 0.871028, 65.7023, 105.219, 73.4727, 0.818078, -0.564259, 0.111176, 50.4335, 80.0679, 64.7622, 0.786111, -0.564454, 0.251833, 41.4134, 80.472, 93.8249, 0.786111, -0.564454, 0.251833, 42.994, 76.303, 79.5465, 0.786111, -0.564454, 0.251833, 45.6374, 79.6801, 87.9525, 
822, l, 1.48321, 46.65, -30.6197, 37.1819, 0.962211, 0.10599, -0.250832, -0.215042, 0.860868, -0.461155, 0.167056, 0.497667, 0.851128, -0.110255, 0.181337, -0.977221, -0.843357, 0.0908641, -0.529616, -3.20072, 104.041, 136.981, 0.499961, 0.860668, -0.0963802, -38.3314, 106.595, 111.764, 0.312232, 0.885007, -0.34536, -82.5795, 115.152, 93.6882, 0.312232, 0.885007, -0.34536, -63.2852, 109.284, 96.0937, 0.312232, 0.885007, -0.34536, -75.3985, 113.26, 94.9936, -0.0777048, -0.120535, -0.989663, -13.5787, 124.76, 68.8007, 0.951462, -0.0867984, -0.295272, -16.2854, 122.371, 31.6925, 0.993135, -0.0964116, -0.066235, -19.1237, 117.409, -3.64198, 0.993135, -0.0964116, -0.066235, -17.9153, 119.843, 10.9339, 0.993135, -0.0964116, -0.066235, -16.987, 117.702, -0.0526346, -0.31527, -0.0856201, -0.945132, 5.47955, 124.334, 66.4729, 0.951352, -0.261311, -0.163236, -7.20306, 122.923, 26.638, 0.92406, -0.254525, -0.285184, -20.2671, 118.759, -11.9769, 0.92406, -0.254525, -0.285184, -14.9831, 120.81, 3.3145, 0.92406, -0.254525, -0.285184, -17.2705, 118.842, -8.20913, -0.104923, -0.37128, 0.922574, 24.7581, 121.063, 69.4194, 0.941733, -0.336008, -0.015399, 11.8368, 85.5529, 60.7328, 0.941536, -0.335745, -0.0280374, 10.9772, 79.9724, 98.6896, 0.941536, -0.335745, -0.0280374, 9.31445, 76.6273, 82.9116, 0.941536, -0.335745, -0.0280374, 13.2985, 78.7341, 95.752, -0.411851, -0.285454, 0.865387, 41.5104, 114.126, 73.4836, 0.867936, -0.48686, 0.0982519, 28.7527, 87.7233, 64.4432, 0.839784, -0.487562, 0.238841, 19.8734, 86.6545, 93.4818, 0.839784, -0.487562, 0.238841, 21.7622, 82.8782, 79.1318, 0.839784, -0.487562, 0.238841, 23.018, 85.4715, 91.1649, 
823, l, 1.46261, 26.8603, -26.4662, 23.3611, 0.937315, 0.230214, -0.261615, -0.318735, 0.869851, -0.376519, 0.140886, 0.436303, 0.888702, -0.156707, 0.274724, -0.948667, -0.825035, 0.164926, -0.540479, -19.4728, 101.251, 121.103, 0.391573, 0.920139, -0.00391178, -55.1925, 108.384, 97.6555, 0.283544, 0.948162, -0.143497, -98.9658, 118.595, 78.6294, 0.283544, 0.948162, -0.143497, -79.6042, 113.264, 81.6635, 0.283544, 0.948162, -0.143497, -88.9566, 115.214, 85.7038, -0.0949804, -0.0490049, -0.994272, -34.0291, 128.05, 55.8695, 0.946926, 0.0624075, -0.315334, -37.6539, 128.624, 18.7673, 0.994758, 0.0333508, -0.0966705, -41.0249, 126.137, -16.7785, 0.994758, 0.0333508, -0.0966705, -39.6462, 127.596, -2.088, 0.994758, 0.0333508, -0.0966705, -38.0321, 125.033, -10.5619, -0.328097, -0.0656326, -0.942361, -15.123, 130.194, 53.2659, 0.971006, -0.124491, -0.20408, -28.5819, 130.31, 13.6615, 0.94118, -0.108068, -0.320159, -42.0911, 126.77, -24.8568, 0.94118, -0.108068, -0.320159, -36.6785, 128.69, -9.59357, 0.94118, -0.108068, -0.320159, -37.8868, 126.044, -18.6035, -0.0461942, -0.52627, 0.849062, 4.4784, 128.97, 55.5744, 0.974219, -0.21585, -0.065621, -4.36898, 94.1364, 41.0224, 0.97358, -0.213998, -0.0796726, -3.88739, 82.7387, 77.521, 0.97358, -0.213998, -0.0796726, -5.4795, 81.4848, 61.434, 0.97358, -0.213998, -0.0796726, 1.36245, 80.588, 86.8833, -0.355768, -0.478954, 0.802516, 22.0368, 123.698, 58.6069, 0.921867, -0.386265, 0.0310069, 12.6951, 97.6918, 45.2661, 0.900781, -0.404557, 0.157885, 4.64204, 90.8399, 73.6544, 0.900781, -0.404557, 0.157885, 6.65651, 89.5623, 58.8875, 0.900781, -0.404557, 0.157885, 10.5408, 87.4609, 81.3067, 
824, l, 1.46311, 20.9205, -25.6754, 12.8364, 0.934978, 0.247872, -0.253723, -0.324893, 0.885503, -0.332158, 0.142339, 0.392993, 0.908458, -0.15378, 0.300834, -0.941196, -0.815514, 0.217827, -0.536179, -25.3872, 101.079, 110.508, 0.413432, 0.910393, 0.0161149, -61.0614, 110.701, 87.8955, 0.320181, 0.94158, -0.104462, -104.264, 123.257, 68.6555, 0.320181, 0.94158, -0.104462, -85.1913, 117.146, 72.0307, 0.320181, 0.94158, -0.104462, -90.5789, 116.005, 83.5021, -0.0999741, -0.0325765, -0.994457, -39.5521, 129.759, 45.9923, 0.946916, 0.0473281, -0.317979, -43.3083, 130.96, 8.91806, 0.994874, 0.011976, -0.100408, -46.8746, 129.057, -26.6447, 0.994874, 0.011976, -0.100408, -45.4053, 130.276, -11.9411, 0.994874, 0.011976, -0.100408, -40.5227, 126.382, -13.8252, -0.328675, -0.051674, -0.943028, -20.6104, 131.514, 43.356, 0.966954, -0.14268, -0.211285, -34.0366, 132.214, 3.7466, 0.939099, -0.123952, -0.320513, -47.5859, 129.25, -34.8063, 0.939099, -0.123952, -0.320513, -42.1475, 130.939, -19.525, 0.939099, -0.123952, -0.320513, -40.4474, 127.156, -21.8298, -0.0536287, -0.540447, 0.839667, -1.03504, 129.769, 45.5477, 0.96852, -0.237354, -0.0750418, -10.7769, 95.4012, 30.4688, 0.967847, -0.235082, -0.0894938, -10.3653, 83.2816, 66.7557, 0.967847, -0.235082, -0.0894938, -12.0661, 82.4087, 50.6545, 0.967847, -0.235082, -0.0894938, 0.88456, 80.6966, 85.8618, -0.327838, -0.481072, 0.813076, 16.404, 124.01, 48.3765, 0.912486, -0.408722, 0.0177595, 5.88589, 98.3345, 35.2729, 0.898498, -0.424714, 0.11099, -1.05272, 91.1462, 63.9365, 0.898498, -0.424714, 0.11099, 0.321379, 90.1691, 49.0735, 0.898498, -0.424714, 0.11099, 9.93009, 87.6977, 80.0905, 
825, n, 0.348348, 19.1705, 5.75728, -30.3802, 0.992198, 0.122964, -0.0205793, -0.123977, 0.990547, -0.0587043, 0.0131662, 0.0607976, 0.998063, -0.136576, 0.524727, -0.840243, 0.128953, 0.0444475, -0.990654, -8.72649, 137.714, 114.929, 0.485065, 0.846917, 0.217817, -30.7004, 150.115, 79.7163, 0.375773, 0.922302, 0.0902949, -15.1789, 148.255, 34.1135, 0.375773, 0.922302, 0.0902949, -26.8849, 151.43, 50.4043, 0.375773, 0.922302, 0.0902949, -15.4025, 146.791, 36.3325, -0.0439734, -0.960134, -0.276059, -21.0556, 181.766, 59.3155, 0.945149, 0.0488102, -0.322972, -31.3089, 165.609, 27.3178, 0.943266, 0.0511289, -0.328079, -30.5195, 130.985, 24.1915, 0.943266, 0.0511289, -0.328079, -32.2313, 145.47, 21.5273, 0.943266, 0.0511289, -0.328079, -29.2851, 131.955, 22.7711, -0.24178, -0.922102, -0.30211, -2.05541, 182.649, 56.6637, 0.950754, -0.161932, -0.264281, -14.4542, 167.201, 19.8222, 0.953449, -0.167941, -0.25046, -22.5147, 128.503, 15.0858, 0.953449, -0.167941, -0.25046, -20.4208, 144.446, 12.3668, 0.953449, -0.167941, -0.25046, -20.938, 129.533, 14.2357, -0.323371, -0.876394, -0.356882, 17.3341, 178.956, 57.868, 0.945806, -0.285855, -0.154071, 5.53201, 167.85, 22.6437, 0.938999, -0.25052, -0.235628, -5.90725, 131.119, 16.1088, 0.938999, -0.25052, -0.235628, -2.2419, 146.781, 14.0642, 0.938999, -0.25052, -0.235628, -0.220036, 128.666, 17.4022, -0.462796, -0.848507, -0.256623, 34.278, 171.386, 58.8088, 0.876968, -0.469489, -0.102509, 23.5276, 162.234, 31.5648, 0.883786, -0.419152, -0.207929, 10.1025, 134.382, 30.648, 0.883786, -0.419152, -0.207929, 15.6723, 147.832, 27.209, 0.883786, -0.419152, -0.207929, 14.4514, 134.918, 28.5112, 
826, n, 0.340822, 20.0136, 6.1928, -29.8793, 0.993416, 0.112361, -0.0223364, -0.113568, 0.991519, -0.063185, 0.0150474, 0.0653057, 0.997752, -0.132751, 0.521646, -0.842771, 0.127992, 0.037392, -0.99107, -8.01189, 138.567, 115.704, 0.49558, 0.842347, 0.211784, -29.9589, 151.071, 80.5108, 0.387281, 0.918067, 0.084653, -14.725, 148.865, 34.7397, 0.387281, 0.918067, 0.084653, -26.1718, 152.177, 51.1864, 0.387281, 0.918067, 0.084653, -15.4433, 146.834, 36.364, -0.0557904, -0.960929, -0.271115, -19.9781, 182.453, 59.8802, 0.944752, 0.0359111, -0.325813, -30.613, 166.395, 27.9571, 0.941882, 0.0394429, -0.333622, -30.195, 131.761, 25.0426, 0.941882, 0.0394429, -0.333622, -31.7833, 146.24, 22.2703, 0.941882, 0.0394429, -0.333622, -29.3888, 132.118, 22.8233, -0.252897, -0.922402, -0.291922, -0.976367, 183.098, 57.1718, 0.948046, -0.174555, -0.265968, -13.5031, 167.299, 20.523, 0.951734, -0.182945, -0.246441, -22.0587, 128.648, 16.1746, 0.951734, -0.182945, -0.246441, -19.744, 144.536, 13.3191, 0.951734, -0.182945, -0.246441, -20.9782, 129.634, 14.2462, -0.330874, -0.8868, -0.322658, 18.3717, 179.184, 58.3437, 0.941951, -0.2978, -0.155057, 6.13388, 166.927, 23.6536, 0.935288, -0.262684, -0.237138, -5.55374, 130.034, 18.4249, 0.935288, -0.262684, -0.237138, -1.8204, 145.608, 15.8968, 0.935288, -0.262684, -0.237138, -0.274132, 128.731, 17.3866, -0.473759, -0.838293, -0.269849, 35.2282, 171.421, 59.2804, 0.871106, -0.480325, -0.102288, 24.2305, 162.501, 32.0579, 0.878266, -0.427195, -0.214831, 10.4219, 134.833, 30.6229, 0.878266, -0.427195, -0.214831, 16.1892, 148.272, 27.4777, 0.878266, -0.427195, -0.214831, 14.4429, 134.926, 28.5139, 
827, n, 0.339315, 21.3633, 6.92303, -29.0724, 0.993672, 0.110232, -0.0215374, -0.111311, 0.992104, -0.0577883, 0.0149972, 0.05982, 0.998097, -0.130379, 0.529324, -0.838342, 0.131125, 0.047303, -0.990237, -6.84773, 138.908, 116.162, 0.49532, 0.840206, 0.220709, -28.8013, 151.853, 81.1328, 0.388478, 0.916525, 0.0952233, -13.4099, 150.08, 35.404, 0.388478, 0.916525, 0.0952233, -24.9215, 153.253, 51.8331, 0.388478, 0.916525, 0.0952233, -15.4956, 146.996, 36.4828, -0.0548569, -0.958607, -0.279397, -18.6536, 183.304, 60.708, 0.945608, 0.0385179, -0.32302, -29.0817, 166.593, 29.0528, 0.941906, 0.0431811, -0.333088, -28.7345, 131.922, 25.5401, 0.941906, 0.0431811, -0.333088, -30.2324, 146.486, 23.1923, 0.941906, 0.0431811, -0.333088, -29.3978, 132.242, 22.8986, -0.250597, -0.925547, -0.283839, 0.355353, 183.966, 58.0549, 0.948674, -0.172484, -0.265079, -11.712, 166.284, 22.119, 0.955218, -0.188741, -0.227895, -20.4449, 127.531, 17.6103, 0.955218, -0.188741, -0.227895, -17.8961, 143.444, 15.1146, 0.955218, -0.188741, -0.227895, -20.9684, 129.662, 14.2833, -0.327403, -0.892942, -0.308968, 19.699, 180.034, 59.2415, 0.942248, -0.296729, -0.155308, 7.32605, 166.204, 25.1969, 0.936236, -0.262431, -0.233651, -4.33399, 129.145, 20.0988, 0.936236, -0.262431, -0.233651, -0.544781, 144.737, 17.7693, 0.936236, -0.262431, -0.233651, -0.338165, 128.815, 17.4113, -0.471644, -0.842465, -0.260393, 36.5503, 172.257, 60.1514, 0.871202, -0.479699, -0.104383, 25.1567, 162.463, 33.396, 0.878685, -0.424269, -0.21888, 11.377, 134.683, 31.925, 0.878685, -0.424269, -0.21888, 17.1513, 148.163, 28.9763, 0.878685, -0.424269, -0.21888, 14.4314, 134.944, 28.5269, 
828, n, 0.333276, 22.6425, 8.34611, -29.2818, 0.994335, 0.105668, -0.0115207, -0.10599, 0.993845, -0.0322145, 0.00804577, 0.0332531, 0.999415, -0.120546, 0.552354, -0.824848, 0.14685, 0.0733052, -0.986439, -6.10017, 139.257, 114.994, 0.498502, 0.83095, 0.24702, -27.9272, 153.587, 80.4288, 0.396483, 0.909272, 0.126595, -11.0589, 152.474, 35.5923, 0.396483, 0.909272, 0.126595, -23.5821, 155.756, 51.2414, 0.396483, 0.909272, 0.126595, -15.4092, 147.674, 36.7927, -0.0479742, -0.960407, -0.274438, -17.1999, 185.192, 60.6598, 0.948369, 0.0413532, -0.314461, -26.8262, 166.812, 29.6829, 0.946273, 0.0442651, -0.320325, -26.5094, 132.02, 25.8108, 0.946273, 0.0442651, -0.320325, -27.8325, 146.667, 23.9265, 0.946273, 0.0442651, -0.320325, -29.2444, 132.54, 23.0934, -0.248657, -0.929991, -0.270714, 1.83314, 185.808, 58.1742, 0.949724, -0.171138, -0.262175, -9.95912, 166.138, 23.1929, 0.957466, -0.193764, -0.21381, -18.8401, 127.257, 18.6588, 0.957466, -0.193764, -0.21381, -16.0953, 143.188, 16.5123, 0.957466, -0.193764, -0.21381, -20.8669, 129.734, 14.4372, -0.325875, -0.8969, -0.298959, 21.1431, 181.728, 59.4063, 0.941687, -0.298234, -0.155827, 8.80247, 166.909, 25.7684, 0.937168, -0.264784, -0.227169, -2.90781, 129.755, 20.7643, 0.937168, -0.264784, -0.227169, 0.968392, 145.347, 18.5814, 0.937168, -0.264784, -0.227169, -0.421641, 129.001, 17.5218, -0.471225, -0.844732, -0.253721, 37.9403, 173.826, 60.2393, 0.869156, -0.482062, -0.110382, 26.1074, 163.346, 33.9383, 0.877926, -0.421557, -0.227014, 12.3074, 135.483, 32.31, 0.877926, -0.421557, -0.227014, 18.1091, 149.008, 29.6318, 0.877926, -0.421557, -0.227014, 14.3981, 135.066, 28.6206, 
829, n, 0.0299249, 23.0891, 7.88369, -29.1903, 0.99537, -0.0941812, -0.0191777, 0.0937558, 0.995352, -0.0219901, 0.0211596, 0.0200903, 0.999574, -0.0173133, 0.569113, -0.822077, 0.0828053, -0.0612284, -0.994683, -11.2271, 141.647, 115.09, 0.656278, 0.714228, 0.243263, -27.7235, 149.192, 75.7517, 0.450038, 0.892838, -0.0174945, -11.2305, 140.052, 33.6082, 0.450038, 0.892838, -0.0174945, -25.2735, 147.38, 46.3204, 0.450038, 0.892838, -0.0174945, -13.3145, 145.217, 36.0539, -0.133769, -0.990938, -0.0121857, -13.5664, 189.123, 60.9971, 0.93423, -0.146376, -0.32525, -28.0402, 174.867, 29.7347, 0.920626, -0.119707, -0.371642, -29.2514, 141.668, 37.428, 0.920626, -0.119707, -0.371642, -30.846, 154.082, 29.4791, 0.920626, -0.119707, -0.371642, -28.7089, 135.857, 26.7679, -0.385091, -0.922866, -0.00478546, 5.1818, 185.958, 58.2943, 0.89391, -0.355143, -0.273494, -10.3058, 171.786, 22.1152, 0.89684, -0.372997, -0.237804, -22.8011, 135.919, 31.2482, 0.89684, -0.372997, -0.237804, -19.8089, 149.012, 21.9971, 0.89684, -0.372997, -0.237804, -20.8576, 131.75, 18.2571, -0.47399, -0.880153, -0.0257658, 23.3083, 178.118, 59.2944, 0.861933, -0.478603, -0.167366, 8.56339, 165.747, 25.6354, 0.863437, -0.458853, -0.209595, -7.52862, 131.759, 33.7495, 0.863437, -0.458853, -0.209595, -2.83142, 144.588, 25.016, 0.863437, -0.458853, -0.209595, -1.06503, 129.792, 18.5924, -0.602752, -0.797917, -0.00425376, 38.209, 167.033, 59.9151, 0.754823, -0.644571, -0.121531, 24.0636, 159.095, 33.8675, 0.77468, -0.583904, -0.242748, 7.88436, 134.358, 41.7369, 0.77468, -0.583904, -0.242748, 13.8329, 145.552, 33.7953, 0.77468, -0.583904, -0.242748, 14.0967, 135.27, 29.1035, 
830, n, 0.0380325, 22.4768, 7.37664, -29.4718, 0.995818, -0.0887896, -0.0215196, 0.0881146, 0.995643, -0.0305153, 0.0241353, 0.0284915, 0.999303, -0.0228845, 0.564089, -0.825397, 0.0727593, -0.0533229, -0.995923, -11.5674, 141.28, 115.054, 0.648891, 0.722295, 0.239227, -28.0232, 148.854, 75.7042, 0.447751, 0.89403, -0.015156, -12.2047, 140.208, 32.9782, 0.447751, 0.89403, -0.015156, -25.8704, 147.276, 46.2363, 0.447751, 0.89403, -0.015156, -13.4052, 145.005, 36.0727, -0.117452, -0.992913, 0.018146, -14.3755, 188.412, 60.6836, 0.935766, -0.138738, -0.32418, -28.5947, 175.101, 28.8924, 0.923886, -0.115951, -0.364678, -29.0397, 142.545, 38.1162, 0.923886, -0.115951, -0.364678, -31.0583, 154.274, 29.273, 0.923886, -0.115951, -0.364678, -28.735, 136.117, 27.0302, -0.363608, -0.931008, 0.0318471, 4.4048, 185.423, 58.0034, 0.897562, -0.3476, -0.271212, -10.9608, 172.008, 21.4849, 0.899867, -0.359875, -0.246433, -22.1284, 136.533, 32.5117, 0.899867, -0.359875, -0.246433, -19.9337, 149.033, 22.2708, 0.899867, -0.359875, -0.246433, -20.8754, 131.851, 18.412, -0.456025, -0.889287, 0.0347933, 22.6101, 177.774, 59.0534, 0.866816, -0.470756, -0.164371, 8.22986, 165.35, 25.2562, 0.868089, -0.45309, -0.202807, -6.68701, 131.891, 36.1583, 0.868089, -0.45309, -0.202807, -2.73306, 143.972, 26.0926, 0.868089, -0.45309, -0.202807, -1.11451, 129.837, 18.7161, -0.583665, -0.810843, 0.0432374, 37.6228, 166.846, 59.7423, 0.761392, -0.637538, -0.11759, 23.7405, 159.087, 33.4997, 0.781054, -0.575187, -0.243133, 8.68239, 134.532, 43.2185, 0.781054, -0.575187, -0.243133, 13.8337, 145.325, 34.2336, 0.781054, -0.575187, -0.243133, 13.9916, 135.307, 29.3482, 
831, n, 0.134289, 12.5039, 6.69837, -31.678, 0.999435, -0.01781, -0.028502, 0.0166143, 0.998994, -0.0416513, 0.0292152, 0.0411542, 0.998726, -0.0669331, 0.555443, -0.828856, 0.102413, -0.0759037, -0.991842, -19.3291, 139.744, 113.256, 0.604685, 0.763345, 0.227288, -36.2693, 145.523, 73.8073, 0.386024, 0.921978, -0.030698, -19.1303, 136.932, 31.3005, 0.386024, 0.921978, -0.030698, -33.239, 143.277, 44.4601, 0.386024, 0.921978, -0.030698, -14.5571, 143.822, 36.0663, 0.0255427, -0.977992, 0.207072, -25.663, 186.205, 58.6051, 0.939189, -0.082111, -0.333439, -39.8235, 175.078, 25.9595, 0.922837, -0.0565709, -0.381015, -34.6561, 147.613, 42.5532, 0.922837, -0.0565709, -0.381015, -39.2877, 154.565, 30.3029, 0.922837, -0.0565709, -0.381015, -29.533, 137.91, 29.1474, -0.214638, -0.941095, 0.261288, -6.76106, 184.381, 55.7402, 0.914744, -0.292563, -0.278659, -22.0654, 173.046, 18.4982, 0.913358, -0.288172, -0.287635, -25.2099, 142.341, 39.2759, 0.913358, -0.288172, -0.287635, -27.3622, 149.822, 24.9461, 0.913358, -0.288172, -0.287635, -21.1847, 132.796, 20.105, -0.324159, -0.892144, 0.314643, 11.8989, 177.897, 56.6426, 0.892919, -0.416615, -0.170667, -1.53747, 165.951, 22.2895, 0.89264, -0.398588, -0.210525, -8.92377, 137.655, 44.5446, 0.89264, -0.398588, -0.210525, -9.33031, 144.504, 29.8536, 0.89264, -0.398588, -0.210525, -2.03965, 131.054, 21.7204, -0.451174, -0.837709, 0.30771, 27.5752, 167.938, 57.2407, 0.798681, -0.589336, -0.121622, 14.8949, 161.003, 30.1725, 0.812953, -0.528033, -0.245538, 6.84994, 139.993, 48.7178, 0.812953, -0.528033, -0.245538, 7.23691, 146.784, 35.3954, 0.812953, -0.528033, -0.245538, 13.1151, 136.207, 31.7775, 
832, n, 0.184044, 10.4062, 5.37768, -31.2394, 0.999556, -0.0083895, -0.0286034, 0.0072085, 0.999127, -0.0411448, 0.0289237, 0.0409203, 0.998744, -0.0776592, 0.552733, -0.829732, 0.0967145, -0.0748432, -0.992494, -20.9834, 138.202, 113.674, 0.587315, 0.776781, 0.227314, -38.2539, 143.438, 74.2935, 0.362127, 0.931473, -0.0349539, -22.1056, 135.523, 30.6629, 0.362127, 0.931473, -0.0349539, -35.3923, 141.224, 44.9269, 0.362127, 0.931473, -0.0349539, -15.28, 143.343, 35.9011, 0.0383345, -0.97703, 0.209626, -28.2407, 184.44, 58.9491, 0.941368, -0.0618457, -0.331664, -41.9023, 174.85, 25.6108, 0.92872, -0.0425874, -0.368328, -36.3718, 148.193, 42.6378, 0.92872, -0.0425874, -0.368328, -41.0982, 154.356, 30.0078, 0.92872, -0.0425874, -0.368328, -30.4712, 139.508, 30.5919, -0.193788, -0.946388, 0.258448, -9.29807, 183.029, 56.1202, 0.921465, -0.272712, -0.27664, -24.0006, 173.384, 18.1666, 0.919535, -0.267036, -0.288353, -26.1683, 143.261, 39.1495, 0.919535, -0.267036, -0.288353, -28.7828, 150.029, 24.5444, 0.919535, -0.267036, -0.288353, -21.7347, 134.148, 21.8886, -0.301737, -0.895708, 0.326591, 9.49855, 176.959, 57.0644, 0.902184, -0.397072, -0.168517, -3.52682, 164.87, 22.6031, 0.901607, -0.379445, -0.207671, -10.0858, 136.861, 45.3032, 0.901607, -0.379445, -0.207671, -10.7806, 143.337, 30.4544, 0.901607, -0.379445, -0.207671, -2.27866, 131.293, 22.35, -0.427734, -0.843822, 0.32405, 25.3892, 167.349, 57.7039, 0.811685, -0.571761, -0.119402, 12.938, 160.085, 30.6155, 0.82477, -0.511037, -0.242067, 5.62663, 139.291, 49.6019, 0.82477, -0.511037, -0.242067, 5.67791, 145.762, 36.1157, 0.82477, -0.511037, -0.242067, 12.813, 136.421, 32.429, 
